frame,index,x,y,z,visibility
1,0,0.475738525390625,0.12881037592887878,-0.028839295729994774,0.999911904335022
1,1,0.48110952973365784,0.11196839809417725,-0.05307512730360031,0.9999206066131592
1,2,0.4824008047580719,0.11213985085487366,-0.05314668267965317,0.9999042749404907
1,3,0.48372340202331543,0.11261492967605591,-0.05320513993501663,0.9999475479125977
1,4,0.4810329079627991,0.11066550016403198,-0.01769193448126316,0.9999178647994995
1,5,0.4822273850440979,0.10990718007087708,-0.01767089031636715,0.9998985528945923
1,6,0.48351001739501953,0.10946676135063171,-0.01770455203950405,0.9999401569366455
1,7,0.4971657693386078,0.12078548222780228,-0.10917578637599945,0.9998997449874878
1,8,0.49833589792251587,0.1193670928478241,0.04819231480360031,0.9999052286148071
1,9,0.4803099036216736,0.14643138647079468,-0.045986298471689224,0.9999150037765503
1,10,0.4798436760902405,0.14486971497535706,-0.0006112335831858218,0.9997933506965637
1,11,0.5098932385444641,0.21731099486351013,-0.19046418368816376,0.9999607801437378
1,12,0.5312394499778748,0.21773940324783325,0.14926888048648834,0.9996194839477539
1,13,0.5191287398338318,0.33572864532470703,-0.19115512073040009,0.9755964875221252
1,14,0.5758714079856873,0.30974870920181274,0.1940413862466812,0.2887236773967743
1,15,0.46211737394332886,0.3372138738632202,-0.08765055239200592,0.9299073815345764
1,16,0.5625379681587219,0.3842014670372009,0.14669635891914368,0.33865785598754883
1,17,0.4439062178134918,0.33069562911987305,-0.09725341200828552,0.891727864742279
1,18,0.5630125999450684,0.40074867010116577,0.14374949038028717,0.345680832862854
1,19,0.4471380114555359,0.3179713487625122,-0.08590682595968246,0.8892824053764343
1,20,0.5567820072174072,0.4005352556705475,0.12626491487026215,0.349992960691452
1,21,0.45363813638687134,0.31988537311553955,-0.07758323103189468,0.8353047966957092
1,22,0.5550731420516968,0.39176803827285767,0.13617675006389618,0.31402385234832764
1,23,0.5484431385993958,0.46397319436073303,-0.11123601347208023,0.9997628331184387
1,24,0.5351660847663879,0.4603055417537689,0.11120202392339706,0.9984697699546814
1,25,0.5700598955154419,0.6580326557159424,-0.10916055738925934,0.9887661337852478
1,26,0.45657914876937866,0.5716418027877808,0.11696077883243561,0.8955376744270325
1,27,0.6424332857131958,0.8006090521812439,-0.06541374325752258,0.9967312812805176
1,28,0.5531136393547058,0.6241049766540527,0.32026800513267517,0.7544729709625244
1,29,0.6616135835647583,0.8190456628799438,-0.06350859254598618,0.9710421562194824
1,30,0.5680282711982727,0.6088254451751709,0.3405524790287018,0.8149335384368896
1,31,0.6093371510505676,0.8690124750137329,-0.14633287489414215,0.9959938526153564
1,32,0.565618097782135,0.6783894896507263,0.3557097613811493,0.8543859124183655
2,0,0.4758143424987793,0.12296159565448761,-0.029513433575630188,0.9999194741249084
2,1,0.4812590479850769,0.10628167539834976,-0.05406482145190239,0.9999273419380188
2,2,0.4825078845024109,0.10648581385612488,-0.05412914603948593,0.9999123215675354
2,3,0.4837983548641205,0.10686521232128143,-0.05418325215578079,0.9999518394470215
2,4,0.4812431335449219,0.10477793961763382,-0.020597074180841446,0.9999250769615173
2,5,0.48243409395217896,0.10389210283756256,-0.020583119243383408,0.9999076128005981
2,6,0.48374730348587036,0.1032140925526619,-0.020581858232617378,0.9999454021453857
2,7,0.49694132804870605,0.11525306850671768,-0.1123841181397438,0.9999086856842041
2,8,0.49833744764328003,0.11293958872556686,0.03503287583589554,0.9999134540557861
2,9,0.4806734025478363,0.14109836518764496,-0.04754575714468956,0.9999222755432129
2,10,0.4801473617553711,0.140043705701828,-0.004681289661675692,0.9998119473457336
2,11,0.5091930031776428,0.21133853495121002,-0.19094541668891907,0.9999620318412781
2,12,0.5317857265472412,0.21514174342155457,0.13052833080291748,0.9996457695960999
2,13,0.5138086080551147,0.3300730884075165,-0.13999149203300476,0.9765143990516663
2,14,0.5772512555122375,0.29996854066848755,0.17948943376541138,0.30546560883522034
2,15,0.467982679605484,0.3248751759529114,0.05473858118057251,0.9260919690132141
2,16,0.559921383857727,0.370893657207489,0.1470259726047516,0.34416791796684265
2,17,0.4516662657260895,0.31934261322021484,0.05598219484090805,0.8848258256912231
2,18,0.5600900053977966,0.3878322243690491,0.14361783862113953,0.34911051392555237
2,19,0.4547642171382904,0.30535855889320374,0.06085490062832832,0.8826169371604919
2,20,0.5548674464225769,0.37960532307624817,0.12633642554283142,0.35370907187461853
2,21,0.4614681303501129,0.30750223994255066,0.06412344425916672,0.8292839527130127
2,22,0.5537828207015991,0.3754594027996063,0.13701589405536652,0.31723177433013916
2,23,0.5455695986747742,0.4575357735157013,-0.10803195089101791,0.9997798800468445
2,24,0.5345699191093445,0.4567866027355194,0.1079910397529602,0.9986037015914917
2,25,0.5873090028762817,0.6376204490661621,-0.12431597709655762,0.989818811416626
2,26,0.4564332365989685,0.5619148015975952,0.13321897387504578,0.9042114615440369
2,27,0.6576821208000183,0.7814076542854309,-0.09572441875934601,0.9970284104347229
2,28,0.5368820428848267,0.6593796014785767,0.29127249121665955,0.777560830116272
2,29,0.6785385012626648,0.7941393256187439,-0.09399721026420593,0.9735429883003235
2,30,0.5552605390548706,0.6620916724205017,0.3036392629146576,0.8303431272506714
2,31,0.6479625105857849,0.8630461692810059,-0.16985420882701874,0.9963425993919373
2,32,0.5301395654678345,0.7505258321762085,0.3025878369808197,0.8676472306251526
3,0,0.47609710693359375,0.11593513190746307,0.026122814044356346,0.9999249577522278
3,1,0.4815448224544525,0.09878050535917282,0.0011509432224556804,0.9999322295188904
3,2,0.48275431990623474,0.09886649250984192,0.0011376431211829185,0.9999179244041443
3,3,0.4840558171272278,0.09922987967729568,0.0011291059199720621,0.9999545216560364
3,4,0.48154783248901367,0.09752000123262405,0.034196801483631134,0.999930739402771
3,5,0.4827141761779785,0.09663335978984833,0.034211575984954834,0.9999142289161682
3,6,0.48403429985046387,0.09602667391300201,0.034210868179798126,0.9999488592147827
3,7,0.4969283640384674,0.1076364517211914,-0.06323710829019547,0.9999150633811951
3,8,0.4983336925506592,0.10559354722499847,0.08716513216495514,0.99991774559021
3,9,0.48126640915870667,0.13420437276363373,0.006004585884511471,0.9999245405197144
3,10,0.48052340745925903,0.1331978738307953,0.04904338717460632,0.9998223185539246
3,11,0.5088344812393188,0.19877609610557556,-0.16170354187488556,0.999958872795105
3,12,0.5317676663398743,0.20395128428936005,0.17328926920890808,0.999660313129425
3,13,0.5080593824386597,0.313300222158432,-0.22211594879627228,0.9775919914245605
3,14,0.5774090886116028,0.28040170669555664,0.2826579511165619,0.31334388256073
3,15,0.47275882959365845,0.2947372794151306,-0.1816210001707077,0.9273807406425476
3,16,0.5614790916442871,0.3327023983001709,0.34092041850090027,0.34060806035995483
3,17,0.4602859914302826,0.2860044836997986,-0.1942477822303772,0.8872330188751221
3,18,0.5618168115615845,0.3557244539260864,0.3560739755630493,0.344743549823761
3,19,0.4642287790775299,0.2763858437538147,-0.18141765892505646,0.8849565386772156
3,20,0.5737754106521606,0.32846546173095703,0.3388536274433136,0.3499739468097687
3,21,0.4696105420589447,0.2793463170528412,-0.1728755533695221,0.831961989402771
3,22,0.5710674524307251,0.3256949186325073,0.3341286778450012,0.31496137380599976
3,23,0.5421907305717468,0.44659605622291565,-0.11173496395349503,0.9997953176498413
3,24,0.5337198376655579,0.4474519193172455,0.11152354627847672,0.998734176158905
3,25,0.6012759804725647,0.6133131384849548,-0.16634181141853333,0.9907804131507874
3,26,0.4556119441986084,0.5539448857307434,0.10166965425014496,0.9116740822792053
3,27,0.6837477087974548,0.7343115210533142,-0.1516387015581131,0.9972689747810364
3,28,0.4983603060245514,0.7185584306716919,0.17723622918128967,0.7988854050636292
3,29,0.7025514841079712,0.7335205078125,-0.1478181928396225,0.975816547870636
3,30,0.517631471157074,0.7475366592407227,0.1813018023967743,0.8455166220664978
3,31,0.692851185798645,0.823384702205658,-0.20721253752708435,0.9966017603874207
3,32,0.4614594578742981,0.7879193425178528,0.15431679785251617,0.8795077800750732
4,0,0.4759795665740967,0.10847751796245575,0.03353298828005791,0.9999276995658875
4,1,0.4815264642238617,0.09164458513259888,0.008641039952635765,0.999933123588562
4,2,0.4827296733856201,0.0916522964835167,0.008626135066151619,0.9999169707298279
4,3,0.48402389883995056,0.09189143776893616,0.00860390905290842,0.9999534487724304
4,4,0.4815409183502197,0.09088564664125443,0.03931047394871712,0.999934196472168
4,5,0.48270803689956665,0.09026682376861572,0.039338964968919754,0.9999178051948547
4,6,0.48403048515319824,0.08980695903301239,0.0393381305038929,0.9999507665634155
4,7,0.49651509523391724,0.10098143666982651,-0.05634273961186409,0.999916672706604
4,8,0.49809032678604126,0.09957019984722137,0.08382086455821991,0.9999122023582458
4,9,0.481255441904068,0.1265614777803421,0.013430316932499409,0.9999100565910339
4,10,0.4805125296115875,0.12580488622188568,0.05339668318629265,0.999811589717865
4,11,0.5074216723442078,0.19247496128082275,-0.14471356570720673,0.9999390244483948
4,12,0.5319786667823792,0.19912761449813843,0.16476336121559143,0.9996659755706787
4,13,0.5010690689086914,0.30498969554901123,-0.09756344556808472,0.9781902432441711
4,14,0.5841808915138245,0.2665231227874756,0.24252481758594513,0.32762616872787476
4,15,0.4745432734489441,0.28804242610931396,0.09679869562387466,0.905739426612854
4,16,0.5602953433990479,0.3364511728286743,0.23146402835845947,0.3307168483734131
4,17,0.4646511971950531,0.279450386762619,0.10666008293628693,0.8543278574943542
